Web Page Name,Web Display Name,Excel Template Name,Description,Date Added,Version,Data Type,Display Format,Interface Calculation,API Object,API Field Name,Enumeration ID,Model,API Object_API Field Name,Property Type,,,,,
Improvements,Renovations,Renovations,Renovations,1/25/2014,,varchar,General,,Improvement,renovations,,,Improvement_renovations,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Proportion Renovated,Proportion Renovated,The percentage proportion of building that was renovated.,1/27/2022,1.26.1,float,#.##%,,Improvement,proportionrenovated,,,Improvement_proportionrenovated,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Total Economic Life,Total Economic Life,Total Economic Life,1/25/2014,,int,###0,,Improvement,totaleconomiclife,,,Improvement_totaleconomiclife,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Effective Age,Effective Age,Effective Age,1/25/2014,,int,"#,###",,Improvement,effectiveage,,,Improvement_effectiveage,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Remaining Economic Life,Remaining Economic Life,Remaining Economic Life,1/25/2014,,float,###0,Auto-Calculated,Improvement,remainingeconomiclife,,,Improvement_remainingeconomiclife,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Foundation,Foundation,Foundation,3/26/2021,1.23.0,text,DDL,,Improvement,foundation,foundationid,,Improvement_foundation,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Exterior Walls,Exterior Wall,Exterior Walls,3/26/2021,1.23.0,text,DDL,,Improvement,exteriorwall,exteriorwallid,,Improvement_exteriorwall,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Basement Use and Finish,Basement Use and Finish,Basement Use and Finish,1/25/2014,,varchar,General,,Improvement,basementuseandfinish,,,Improvement_basementuseandfinish,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Basement Size,Basement Size,Basement Size,1/25/2014,,int,"#,###",,Improvement,basementsize,,,Improvement_basementsize,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Column Spacing,Column Spacing,Column Spacing,1/25/2014,,varchar,General,,Improvement,columnspacing,,,Improvement_columnspacing,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Ceiling Height,Ceiling Height,Ceiling Height,1/25/2014,,varchar,General,,Improvement,ceilingheight,,,Improvement_ceilingheight,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Roof Cover,Roof Cover,Roof Cover,1/25/2014,,varchar,DDL,,Improvement,roofcover,roofcoverid,,Improvement_roofcover,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Roof Type,Roof Type,Roof Type,1/25/2014,,varchar,DDL,,Improvement,rooftype,rooftypeid,,Improvement_rooftype,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,No. of Truck Doors,No. of Truck Doors,No. of Truck Doors,1/25/2014,,int,"#,###",,Improvement,nooftruckdoors,,,Improvement_nooftruckdoors,Industrial,,,,,
Improvements,No. Truck Doors With Levelers,No. Truck Doors With Levelers,No. Truck Doors With Levelers,1/25/2014,,int,"#,###",,Improvement,nooftruckdoorswithlevelers,,,Improvement_nooftruckdoorswithlevelers,Industrial,,,,,
Improvements,Craneways,Craneways,Craneways,10/24/2019,,bit,,,Improvement,craneways,,,Improvement_craneways,Industrial,,,,,
Improvements,Typical Bay Depth,Typical Bay Depth,Typical Bay Depth,1/25/2014,,int,"#,###",,Improvement,typicalbaydepth,,,Improvement_typicalbaydepth,Industrial,,,,,
Improvements,Clear Height,Clear Height,Clear Height,10/24/2019,,float,"#,##0",,Improvement,clearheight,,,Improvement_clearheight,Industrial,,,,,
Improvements,Cooling,Cooling,Cooling,1/25/2014,,varchar,DDL,,Improvement,cooling,coolingid,,Improvement_cooling,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Heating,Heating,Heating Expense,1/25/2014,,varchar,DDL,,Improvement,heating,heatingid,,Improvement_heating,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,No. of Elevators,No. of Elevators,No. of Elevators,1/25/2014,,int,"#,###",,Improvement,noofelevators,,,Improvement_noofelevators,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,No. of Escalators,No. of Escalators,No. of Escalators,1/25/2014,,int,"#,###",,Improvement,noofescalators,,,Improvement_noofescalators,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Fire Sprinkler Type,Fire Sprinkler Type,Fire Sprinkler Type,1/25/2014,,varchar,DDL,,Improvement,sprinklers,sprinklersid,,Improvement_sprinklers,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Residential Design,Residential Design,Residential Design,1/25/2014,,varchar,General,,Improvement,residentialdesign,,,Improvement_residentialdesign,Multi-Family (MF),,,,,
Improvements,Residential Amenities,Residential Amenities,Single Family Residential Amenities,1/25/2014,,varchar,General,,Improvement,residentialamenities,,,Improvement_residentialamenities,Multi-Family (MF),,,,,
Improvements,Fireplace or WoodStove,Fireplace or WoodStove,Fireplace or WoodStove,1/25/2014,,varchar,General,,Improvement,fireplaceorwoodstove,,,Improvement_fireplaceorwoodstove,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Garage,Garage,Garage,1/25/2014,,varchar,General,,Improvement,garage,,,Improvement_garage,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Docks,Dock or Boathouse,Dock or Boathouse,1/25/2014,,varchar,General,,Improvement,docks,,,Improvement_docks,Multi-Family (MF),,,,,
Improvements,Porch or Deck,Porch or Deck,Porch or Deck,1/25/2014,,varchar,General,,Improvement,porchordeck,,,Improvement_porchordeck,Multi-Family (MF),,,,,
Improvements,Ancillary Buildings,Ancillary Buildings,Ancillary Buildings,1/25/2014,,varchar,General,,Improvement,ancillarybuildings,,,Improvement_ancillarybuildings,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Tenant Improvements,Tenant Improvements,Tenant Improvements,1/25/2014,,varchar,General,,Improvement,tenantimprovements,,,Improvement_tenantimprovements,"Retail, Industrial, Office",,,,,
Improvements,Unit Features Checklist,Unit Features Checklist,Unit Feature Checklist in abbreviations,12/22/2016,,varchar,,,Improvement,features,See Unit Features Checkboxes worksheet,,Improvement_features,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Proj Amenities Checklist,Proj Amenities Checklist,Project Amenities Checklist in abbreviations,12/22/2016,,varchar,,,Improvement,amenities,See Project Amenities Checkboxes worksheet,,Improvement_amenities,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Improvement Comments,Improvement Comments,Improvement Comments,1/25/2014,,string,TA,,Improvement,improvmentcomments,,,Improvement_improvmentcomments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Multifamily GBA Meters,Multifamily GBA Meters,Multifamily GBA (Meters),7/26/2019,,float,"#,##0",,Improvement,gbamultifamilymeters,,,Improvement_gbamultifamilymeters,Multi-Family (MF),,,,,
Improvements,MultiFamily RA Meters,MultiFamily RA Meters,MultiFamily RA (Meters),8/28/2019,,float,"#,##0",,Improvement,ramultifamilymeters,,,Improvement_ramultifamilymeters,Multi-Family (MF),,,,,
Improvements,Office GBA Meters,Office GBA Meters,Office GBA (Meters),8/28/2019,,float,"#,##0",,Improvement,gbaofficemeters,,,Improvement_gbaofficemeters,Office,,,,,
Improvements,Office RA Meters,Office RA Meters,Office RA (Meters),8/28/2019,,float,"#,##0",,Improvement,raofficemeters,,,Improvement_raofficemeters,Office,,,,,
Improvements,Retail GBA Meters,Retail GBA Meters,Retail GBA (Meters),8/28/2019,,float,"#,##0",,Improvement,gbaretailMeters,,,Improvement_gbaretailMeters,Retail,,,,,
Improvements,Retail GLA Meters,Retail GLA Meters,Retail GLA (Meters),8/28/2019,,float,"#,##0",,Improvement,raretailmeters,,,Improvement_raretailmeters,Retail,,,,,
Improvements,Industrial GBA Meters,Industrial GBA Meters,Industrial GBA (Meters),7/26/2019,,float,"#,##0",,Improvement,gbaindustrialmeters,,,Improvement_gbaindustrialmeters,Industrial,,,,,
Improvements,Industrial RA Meters,Industrial RA Meters,Industrial RA (Meters),8/28/2019,,float,"#,##0",,Improvement,raindustrialmeters,,,Improvement_raindustrialmeters,Industrial,,,,,
Improvements,Other GBA Meters,Other GBA Meters,Other GBA (Meters),8/28/2019,,float,"#,##0",,Improvement,gbaothermeters,,,Improvement_gbaothermeters,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Parking Ratio RA,Parking Ratio RA,Parking Ratio RA,1/25/2014,,float,,Auto-Calculated,Improvement,parkingratiora,,,Improvement_parkingratiora,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Other RA Meters,Other RA Meters,Other RA (Meters),8/28/2019,,float,"#,##0",,Improvement,raothermeters,,,Improvement_raothermeters,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Total GBA Meters,Total GBA Meters,Total GBA (Meters),8/28/2019,,float,"#,##0",,Improvement,gbatotalmeters,,,Improvement_gbatotalmeters,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Total RA Meters,Total RA Meters,Total RA Meters,8/28/2019,,float,"#,##0",,Improvement,ratotalmeters,,,Improvement_ratotalmeters,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Com Lease,,CommLeaseSumId,,,,,,,Rent Roll Summary,ID,,,Rent Roll Summary_ID,"Retail, Industrial, Office",,,,,
Com Lease,,Instance Type,,,,,,,Rent Roll Summary,instancetype,,Rent Roll Summary_ID,Rent Roll Summary_instancetype,"Retail, Industrial, Office",,,,,
Com Lease,Comm Lease Survey Date,Comm Lease Survey Date,Commercial Lease Survey Date,1/25/2014,,datetime,MM/dd/yyyy,,Rent Roll Summary,commleasesurveydate,,,Rent Roll Summary_commleasesurveydate,"Retail, Industrial, Office",,,,,
Com Lease,Confidential,Confidential TF,Is the Tenant data confidential?,1/25/2014,,bit,,,Rent Roll Summary,confidential,,,Rent Roll Summary_confidential,"Retail, Industrial, Office",,,,,
Com Lease,Comm Rent Per Sf Min,Comm Rent Per Sf Min,Commercial Rent Per SF Min,1/25/2014,,float,"$#,##0.00",Calculate via Button,Rent Roll Summary,commrentpersfmin,,,Rent Roll Summary_commrentpersfmin,"Retail, Industrial, Office",,,,,
Com Lease,Comm Rent Per SF Max,Comm Rent Per SF Max,Commercial Rent Per SF Max,1/25/2014,,float,"$#,##0.00",Calculate via Button,Rent Roll Summary,commrentpersfmax,,,Rent Roll Summary_commrentpersfmax,"Retail, Industrial, Office",,,,,
Com Lease,Rent Per Sf Per Mo Min,Rent Per Sf Per Mo Min,Commercial Rent Per SF Per Mo Min,1/25/2014,,float,"$#,##0.00",Calculate via Button,Rent Roll Summary,rentpersfpermomin,,,Rent Roll Summary_rentpersfpermomin,"Retail, Industrial, Office",,,,,
Com Lease,Rent Per Sf Per Mo Max,Rent Per Sf Per Mo Max,Commercial Rent Per SF Per Mo Max,1/25/2014,,float,"$#,##0.00",Calculate via Button,Rent Roll Summary,rentpersfpermomax,,,Rent Roll Summary_rentpersfpermomax,"Retail, Industrial, Office",,,,,
Com Lease,Comm Size Min,Comm Size Min,Commercial Unit Size Min,1/25/2014,,int,,Calculate via Button,Rent Roll Summary,commsizemin,,,Rent Roll Summary_commsizemin,"Retail, Industrial, Office",,,,,
Com Lease,Comm Size Max,Comm Size Max,Commercial Unit Size Max,1/25/2014,,int,,Calculate via Button,Rent Roll Summary,commsizemax,,,Rent Roll Summary_commsizemax,"Retail, Industrial, Office",,,,,
Com Lease,Comm. Verification Source,Comm. Verification Source,Verification Source for Commercial Lease Data,6/26/2020,1.20.0,text,,,Rent Roll Summary,commverificationsource,,,Rent Roll Summary_commverificationsource,"Retail, Industrial, Office",,,,,
Com Lease,Commercial Vacancy,Commercial Vacancy,Vacancy that is not tied to inc/exp,10/24/2019,,float,,,Rent Roll Summary,commvacancy,,,Rent Roll Summary_commvacancy,"Retail, Industrial, Office",,,,,
Com Lease,No. of Tenants,No. of Tenants,The number of tenants at the time the property was surveyed,5/31/2022,1.27.2,float,"#,###",Calculate via Button,Rent Roll Summary,nooftenants,,,Rent Roll Summary_nooftenants,"Retail, Industrial, Office",,,,,
Com Lease,SF Leased,SF Leased,The square footage of space that is leased at the time the property was surveyed.,5/31/2022,1.27.2,float,"#,###.##",Calculate via Button,Rent Roll Summary,sfleased,,,Rent Roll Summary_sfleased,"Retail, Industrial, Office",,,,,
Com Lease,Anchor Tenants,Anchor Tenants,Anchor Tenants,1/25/2014,,string,TA,,Rent Roll Summary,anchors,,,Rent Roll Summary_anchors,"Retail, Industrial, Office",,,,,
Com Lease,Shadow Anchors,Shadow Anchors,"Understood with reference to an anchor store, which is a retail store that generates a great deal of traffic and attracts business to the shopping center in which it is located.",7/17/2019,,string,TA,,Rent Roll Summary,shadowanchors,,,Rent Roll Summary_shadowanchors,"Retail, Industrial, Office",,,,,
Com Lease,Comm Lease Comments,Comm Lease Comments,Commercial Lease Comments,1/25/2014,,string,TA,,Rent Roll Summary,commleasecomments,,,Rent Roll Summary_commleasecomments,"Retail, Industrial, Office",,,,,
Com Lease,Tenant/Lessee,Comm * Lessee,Tenant Name,1/25/2014,,text,,,Rent Roll Summary,tenant,,,Rent Roll Summary_tenant,"Retail, Industrial, Office",,,,,
Com Lease,ID,Comm * ID,Rent Roll ID,,,,,,Rent Roll,id,,Rent Roll_lessor,Rent Roll_id,"Retail, Industrial, Office",,,,,
Com Lease,,Comm * Lessee,Tenant,,,,,,Rent Roll,tenant,,,Rent Roll_tenant,"Retail, Industrial, Office",,,,,
Com Lease,Lessor,Comm * Lessor,Lessor Name,6/16/2015,,text,,,Rent Roll,lessor,,,Rent Roll_lessor,"Retail, Industrial, Office",,,,,
Com Lease,Lease Type,Comm * Lease Type,"Lease Type (NNN, Gross, Etc)",1/25/2014,,text,,,Rent Roll,leasetype,,,Rent Roll_leasetype,"Retail, Industrial, Office",,,,,
Com Lease,Space Type,Comm * Space Type,"Office, Retail, etc.",6/16/2015,,text,,,Rent Roll,typeoruseofspace,,,Rent Roll_typeoruseofspace,"Retail, Industrial, Office",,,,,
Com Lease,Lease Transaction Type,Comm * Lease Transaction Type,The Transaction Type specific to the Tenant's lease.,6/26/2020,1.20.0,text,DDL,,Rent Roll,leasetransactiontype,,,Rent Roll_leasetransactiontype,"Retail, Industrial, Office",,,,,
Com Lease,Suite,Comm * Suite,Suite/Unit Identifier,6/16/2015,,text,,,Rent Roll,suite,,,Rent Roll_suite,"Retail, Industrial, Office",,,,,
Com Lease,Floor Level,Comm * Floor Level,Floor Level,6/16/2015,,text,,,Rent Roll,floorlevel,,,Rent Roll_floorlevel,"Retail, Industrial, Office",,,,,
Com Lease,Size,Comm * SF,Unit Size in Square Feet,1/25/2014,,float,"#,##0.00",,Rent Roll,unitsf,,,Rent Roll_unitsf,"Retail, Industrial, Office",,,,,
Com Lease,Eff.$/SF,Comm * Eff. Rent/SF,Effective or Contract Rent Per SF,6/16/2015,,float,"$#,###.##",Cross-Calculates,Rent Roll,effectiverentsf,,,Rent Roll_effectiverentsf,"Retail, Industrial, Office",,,,,
Com Lease,Eff.$/SF/Mo.,Comm * Eff. Rent/SF/Mo.,Effective or Contract Rent Per SF Per Mo.,6/16/2015,,float,"$#,###.##",Cross-Calculates,Rent Roll,effectiverentsfmo,,,Rent Roll_effectiverentsfmo,"Retail, Industrial, Office",,,,,
Com Lease,Eff. Rent Per Year,Comm * Eff. Rent/Year,Effective or Contract Rent Per Year,6/26/2020,1.20.0,float,"$#,###.##",,Rent Roll,effrentperyear,,,Rent Roll_effrentperyear,"Retail, Industrial, Office",,,,,
Com Lease,Eff. Rent Per Mo.,Comm * Eff. Rent/Mo.,Effective or Contract Rent Per Mo.,6/26/2020,1.20.0,float,"$#,###.##",Cross-Calculates,Rent Roll,effrentpermo,,,Rent Roll_effrentpermo,"Retail, Industrial, Office",,,,,
Com Lease,Start Date,Comm * Start Date,Start Date of Lease,1/25/2014,,date,MM/dd/yyyy,,Rent Roll,leasestartdate,,,Rent Roll_leasestartdate,"Retail, Industrial, Office",,,,,
Com Lease,Expire Date,Comm * Expire Date,Expiration of Lease,6/16/2015,,date,MM/dd/yyyy,,Rent Roll,leaseexpiredate,,,Rent Roll_leaseexpiredate,"Retail, Industrial, Office",,,,,
Com Lease,Base Rent/SF,Comm * Base Rent/SF,"Base, starting or Market Rent Per SF",6/16/2015,,float,"$#,###.##",Cross-Calculates,Rent Roll,baserentsf,,,Rent Roll_baserentsf,"Retail, Industrial, Office",,,,,
Com Lease,Base Rent/SF/Mo.,Comm * Base Rent/SF/Mo.,"Base, starting or Market Rent Per SF Per mo",6/16/2015,,float,"$#,###.##",Cross-Calculates,Rent Roll,baserentsfmo,,,Rent Roll_baserentsfmo,"Retail, Industrial, Office",,,,,
Com Lease,Base Rent Per Year,Comm * Base Rent/Year,"Base, starting or Market Rent Per Year",6/26/2020,1.20.0,float,"$#,###.##",,Rent Roll,baserentperyear,,,Rent Roll_baserentperyear,"Retail, Industrial, Office",,,,,
